,file_index,adp_1,adp_2,delta2,lattice constant,rw,scale,psize
42,42,4.946839603435243e-11,0.00035698969739050043,8.045799644034249,4.186586995822749,0.9679874146866384,0.04053077209244425,25.06905780253304
43,43,0.00800000011920929,0.008,4.4700000885163815,4.281058880995806,0.9999999999999984,0.018541558677196483,-546.4733145868792
44,44,7.998591210705267e-06,0.008691835854938733,2.8116755846571118,4.0752721413774085,0.23459792069937385,1.0106703956259495,63.2768721837796
45,45,0.006452009893664281,0.006448939277193261,4.0045067646151695,4.0772432480245575,0.14178122349020855,0.470768819364612,88.32565786132484
46,46,0.001666523705462991,0.008944558088837526,1.8080716661835972,4.078434303166277,0.19074622330902,1.0061318006043587,72.83438951388482
47,47,0.00800000011920929,0.008,4.4700000885163815,4.255045712859732,1.0000000000000004,-0.038653047872003854,-259.53558336738763
48,48,0.01447220532339451,0.01458094288090402,8.55117493893861,4.125539002398377,0.9205100799147324,0.3596543735578969,13.266603189763304
49,49,0.009811669988468266,0.009806976742115758,-0.5235736769136654,4.078662667571023,0.9216813124386044,0.3635136936821626,45.75833873743544
50,50,0.00800000011920929,0.008,4.4700000885163815,4.221957916782059,1.0000000000000002,-0.05013337962324203,-193.98102052026127
51,51,-19421885933.0678,9.830072072283845e-09,-11392.879814851729,4.184947873227788,0.9678659206203334,0.02613809351740641,26.427129105499137
52,52,0.00800000011920929,0.008,4.4700000885163815,4.042272691520142,1.0000000000000009,-0.1191760961022191,-323.10801763204336
53,53,0.00800000011920929,0.008,4.4700000885163815,3.9888561500004927,1.0000000000000016,-0.15291076760718594,-438.7092810386865
54,54,0.017675790580981055,0.0176942709336315,8.348684309126757,4.076779329013079,0.9058709327113502,0.19173053858734845,43.34322918050247
55,55,0.01832954346610664,0.018517792269155658,8.354021299288862,4.0779911855893625,0.9234930339076804,0.13681760125628534,25.815587914024665
56,56,0.00800000011920929,0.008,4.4700000885163815,4.025771707657438,0.9999999999999998,-0.11034645289921947,-546.6223198153234
57,57,-0.0056911079933970035,0.0059969563812641135,-125.50170439977514,4.088669803019785,0.999999999999999,0.04836892034682649,-15049012.8462583
58,58,0.007857661919260591,0.007954138470248355,8.871491835936904,4.201541560503831,0.9890873837929804,0.050674840402741866,34.934650955646354
59,59,0.009024571041438105,0.009025467377209379,1.5075748643112112,4.0629801718238685,0.9368359473908696,0.051388932506839166,8980424915.526012
60,60,0.012953756792991735,0.012823869749902687,8.130142855037748,4.087835897189609,0.905008905314768,0.08456130906739445,365.3594532926023
61,61,0.011407936400303685,0.011425013702875785,-4.656005961374801,4.083682415479774,0.920066769039502,0.10408156925312853,40.12465372571032
62,62,0.00800000011920929,0.008,4.4700000885163815,4.203706100215918,1.0000000000000004,-0.03831714655243696,-313.8864371057428
63,63,0.00800000011920929,0.008,4.4700000885163815,4.197929521739678,1.0,-0.03196720624453777,-317.5244841602241
64,64,0.08308246637633221,0.004875530732895726,8.314174410812447,4.068735932860095,0.927191087421688,0.18220764606832304,32.908292613975284
65,65,0.00800000011920929,0.008,4.4700000885163815,4.200320367440453,0.9999999999999996,-0.09593672635460347,-495.2800265420031
66,66,0.03177785591133772,0.009133870041958028,8.435641924945465,4.0979524239635445,0.897170629984692,0.2271100261425927,70.70249842425999
67,67,-0.0008220800099201327,0.0008222318780284017,-804.0787700133068,4.283943703484433,0.9825102478485508,0.02563072740249189,60.3713093749138
68,68,0.004270127307826128,0.00353991584542536,17.55007505732445,4.1688410673052045,0.9723527305027176,0.02642524588612476,40.708565267343374
69,69,-0.0021341197323742718,0.002140721664619297,17.762899335340702,4.209766821084016,0.9655749582368742,0.04469488577705899,21.12703170686401
70,70,0.012616795416825937,0.012590900135646598,-4.02033565570341,4.076630787257591,0.9008039660009666,0.14346754315902988,27.102413351110386
71,71,-0.002588353223209545,0.00258867147400466,17.413489690901105,4.220198095097079,0.9279605402136116,0.06625816346302134,21.51057015430532
72,72,-0.0019572953084052197,0.0021839407077730213,8.842438114575241,4.195681317104167,0.959993100481277,0.052446633619455466,23.73578189923288
73,73,395748110.0559831,1.0175645243986881e-05,17.68991222156903,4.190070313674425,0.999999999999999,0.01974307118351523,-18044066.981695443
74,74,0.019196649583582186,0.019140455703150847,8.406301346798406,4.090568178486829,0.901759053492241,0.13806244756676025,36.881250670166644
75,75,0.007797019404252849,0.007798831361180805,91.02476796332857,4.164490068198152,0.9914480050271239,0.018732923995454773,7652873790.0906515
76,76,0.02098042968528227,0.020810643797558155,8.410661106141085,4.091809032324747,0.9001515654035438,0.16223910047430948,30.982055806126176
77,77,0.04383608345970008,0.018018216209891642,8.37222904194443,4.082436486838488,0.934282111787022,0.2422399523699529,43.354267743834676
78,78,-5.104620198266668e-05,5.1194931984015385e-05,-476.1696654062623,4.1746464243196835,0.9642621550348096,0.020942103010308518,346.80584396543037
79,79,0.00800000011920929,0.008,4.4700000885163815,4.1828556700892285,1.0,-0.08285304057829113,-586.4206408313763
80,80,0.01816228951381153,0.01816095117258361,8.451437896565057,4.1040388178380445,0.9710286469663044,0.06690167657037571,125.75802690984592
81,81,0.00800000011920929,0.008,4.4700000885163815,4.20309774049344,0.9999999999999992,-0.030165597447256894,-421.37261339981455
82,82,0.02029354199939248,0.01981414965766052,8.413748105304597,4.092519790441601,0.924024484317834,0.16460218362063936,25.080182521218955
83,83,0.00800000011920929,0.008,4.4700000885163815,4.192777530468133,1.0,-0.14208140394623694,-647.6935413794463
84,84,-0.001471992096316039,0.001520961953109106,17.626546774799554,4.180289668818611,0.9619376301686552,0.039845509586690496,24.341461181282412
85,85,4.235051208820442e-07,0.03628386707797867,8.409281896979124,4.091265208865555,0.9215974472491909,0.17268922527507444,18.886257121879645
86,86,6.806953214472832e-09,0.0034903015447738947,2.9568528940961345,4.067296982408266,0.8864966894567263,0.052150640404516856,52.47764188033759
87,87,-0.0013476673403921913,0.0013510758982534891,17.77899390523526,4.224058123237172,0.9181943757350024,0.17974727916674224,25.491671536883334
88,88,0.020919425448484973,0.020323663486832347,8.25623699104343,4.054128980616411,0.8573212859819461,0.14427837111863925,23.384275518486294
89,89,0.02281542900876342,0.022411923645235855,8.367007162921997,4.0812237220075405,0.9131192606214924,0.11422373337438875,29.28505886676917
90,90,0.00916718111624466,0.00917313274531993,2.7032749724395337,4.063523059816457,0.9332010282243486,0.10534631806643786,30.87783268217195
91,91,0.00858161341224008,0.008582794684350845,-9.738515455136195,4.052862893168968,0.9177062811676991,0.1079945318187892,24.357832873041698
92,92,0.007608121914168008,0.007610985462915217,3.828029078339478,4.075693406807139,0.25933659891334154,0.4504088432054642,49.19862206508552
93,93,0.007425989637893294,0.007435176019747369,5.022860434194099,4.07806114051925,0.28894956192293764,0.5238253394856187,43.01180930501786
94,94,0.00800000011920929,0.008,4.4700000885163815,4.184448272040358,1.0,-0.16767437454083375,-660.512795151412
95,95,-3.0447516474305474e-05,3.0483858891546446e-05,-7121.3682305852835,4.236500535691601,0.9244435021566711,0.2836241609869508,29.252148821807857
96,96,0.00800000011920929,0.008,4.4700000885163815,4.230425577924036,1.000000000000001,2.2949602259630594e-05,-492.91117398620764
97,97,0.007344314914512513,0.007338805236503085,3.5501787619258063,4.075690350093228,0.1599297096722109,1.1603158691231228,49.777866117836076
98,98,0.0079710335378945,0.007976836390899168,4.5315166179273465,4.0767595356462385,0.19803759978681945,0.4645706926381443,57.23543978816999
99,99,0.0076236345787421425,0.007637603323406902,4.255182174789418,4.077475079757306,0.14675835043680047,0.5322349191888565,44.179067523414744
100,100,0.006542412852131393,0.0065722333936122646,2.485813755910273,4.074408387004688,0.1918767933678597,1.163859603291273,47.27073583006477
101,101,2.205617061186538e-05,0.015426652721039612,-2.181729051129246,4.070478051563003,0.920534677391342,0.09302017298468378,37.482085957769904
102,102,0.016031498496456284,0.01605840878549172,8.315576407003084,4.068660343547287,0.9141955555365658,0.10061568770697953,34.73308884935265
103,103,0.01325581883774186,0.01327908842817081,8.317830847606372,4.069136256215214,0.9159259449656748,0.17061210017210984,13.204011012510842
104,104,-2.343223918190313e-05,2.3436183434175964e-05,-128681.31020067859,4.072784900813508,0.8955095197659733,0.17161640953054738,20.925427305145107
105,105,0.00800000011920929,0.008,4.4700000885163815,4.18990107841124,1.0000000000000002,-0.02890891429052158,-591.0703404712972
106,106,0.02438867399301793,0.02368500497796544,8.316957508451338,4.068869282732637,0.9259157084059672,0.11641447541822515,27.4611188037494
107,107,0.010958960676703936,0.006064215858705088,3.8170279832913128,4.076571122246314,0.09441700992800332,0.64064470679986,61.360016617535145
108,108,0.007621383362166127,0.0074963885091246674,3.887480198086989,4.07799321844514,0.09018090243407796,0.5569708350301852,57.561228150120584
109,109,0.003209601451543308,0.010442607832266066,3.5244660119332387,4.073546409571063,0.4727269200280978,0.5180737418637509,44.65363920578106
110,110,0.0074163124250995315,0.00742261374309148,3.5608834801533447,4.076429302247267,0.4916106305934202,1.0931565964980787,48.08234936743867
111,111,0.0008870157266220418,0.0008678685605246843,-405.99287207093147,4.0640985198992094,0.9730911075943588,0.33527743547278577,13.293249997642775
112,112,0.00800000011920929,0.008,4.4700000885163815,4.168184401808364,0.9999999999999996,-0.09347173382245036,-633.9512105715182
113,113,0.023021695155223846,0.0051730283426862115,3.89688291480514,4.078468992216142,0.3231340585404464,0.4629025011857306,44.35713314270518
114,114,0.007496270349437289,0.00750049630860266,3.64423399210012,4.0770565247977455,0.10248411289059456,0.7236057331159814,54.53888085485778
115,115,0.006976587504517987,0.006918461203719402,2.5812164718047383,4.076087939383652,0.15091817375045075,1.058277391719186,50.815007857816795
116,116,0.004828872483408313,0.008711916739331534,3.7313940778609824,4.076633784235045,0.09349178805053213,0.6091840203551551,62.98686132394957
117,117,0.00800000011920929,0.008,4.4700000885163815,4.180235635835594,1.0,-0.07814790656865278,-630.022319001746
118,118,0.019892935430008026,0.01987832357241055,8.315052110832303,4.072668642088888,0.9343185508516204,0.05565529685855359,52.92383411229781
119,119,0.018232126709398597,0.018238079418873388,7.916873965725938,4.076179263936407,0.9197248945831236,0.05464083422766915,42.27443560824801
120,120,-0.01679754011930816,0.019615474020913216,8.3829223414577,4.084847936491041,0.916502270338896,0.14200578521563514,12.295938081781086
121,121,0.022635957336032464,0.022387116668832075,8.35424111852368,4.0989930707089135,0.9280963969064008,0.05290940311300444,87.6710230818505
122,122,0.023875980826686696,0.02388183325076021,8.430725902182138,4.0965642149748565,0.9432391581041254,0.0896852948494801,39.552691296687776
123,123,5.47793804952041e-05,0.015096857688192803,5.029871885285251,4.074888352083802,0.5858549311113549,0.19415166451369226,59.195123278123724
124,124,0.009672325022633751,0.00644342278603033,3.675255764554397,4.0768290795436215,0.15056413871650656,0.6105471128388689,55.45827113459297
125,125,0.004829910919452968,0.008381941172038011,3.666040762951098,4.076711134356757,0.3226203027330719,0.6291731650113256,51.61886516637668
126,126,0.00800000011920929,0.008,4.4700000885163815,4.199924803122514,1.0,-0.1065226986249918,-548.7290828676548
127,127,0.002173887791383999,0.002174447913668823,-49.28688494665155,4.043668419644318,0.9841287357137276,0.047598546104853666,1868.7818319727435
128,128,0.0008196882881494466,0.0008166430282992749,-267.3954361282844,4.034576304929943,0.9875424723075956,0.05952203657530687,73.84736359179813
129,129,0.005795372779238992,0.005795823855375528,-4.2327400842019225,4.0729312742167565,0.8428132213578551,0.3680334800517913,27.747743784164747
130,130,0.07369491633157296,0.006577539211979825,4.413722563121636,4.0622206888460894,0.9764022183560306,0.1116188793955176,32.25575607928942
131,131,0.02180300735865824,0.02179164790818822,8.590716308909384,4.135128270951885,0.955375268159554,0.2025775711482329,14.97101610181304
132,132,0.004627118202567875,0.004410902006396836,-30.2201751718448,4.036860816193336,0.9808402895194984,0.06595146227354771,98.39496181586595
133,133,-3.646902148049324e-06,4.397167429867311e-06,16.033586762474982,4.149606806364609,0.9647685793930691,0.07979057541018661,28.76968294524546
134,134,0.0002799059786399028,0.00028501319807340883,-368.456200512108,4.067107516344634,0.9796609484828848,0.08754232732499377,32.30103185436662
135,135,7.015607113040851e-05,6.99596382268049e-05,26.25247149924948,4.171075210048701,0.9675845024152648,0.03520676171905695,32.4789834812643
